lat,lon,name,description,comment,time,symbol,source_file
36.171977,126.437197,,서천군 서면 오력도해역 - 날개부를가진어초 (2024년),서천군 서면 오력도해역 - 날개부를가진어초 (2024년),,Fish,jeolla_points.gpx
36.172128,126.435598,,서천군 서면 오력도해역 - 날개부를가진어초 (2024년),서천군 서면 오력도해역 - 날개부를가진어초 (2024년),,Fish,jeolla_points.gpx
36.17395,126.435533,,서천군 비인면 오력도해역 - 신요철형어초 (2023년),서천군 비인면 오력도해역 - 신요철형어초 (2023년),,Fish,jeolla_points.gpx
36.174,126.43775,,서천군 비인면 오력도해역 - 신요철형어초 (2023년),서천군 비인면 오력도해역 - 신요철형어초 (2023년),,Fish,jeolla_points.gpx
36.120633,126.457667,,서천군 서면 오력도해역 - 방사형인공어초 (2022년),서천군 서면 오력도해역 - 방사형인공어초 (2022년),,Fish,jeolla_points.gpx
36.121533,126.464333,,서천군 서면 오력도해역 - 방사형인공어초 (2022년),서천군 서면 오력도해역 - 방사형인공어초 (2022년),,Fish,jeolla_points.gpx
36.185,126.01585,,보령시 오천면 외연도해역 - 팔각별강제어초 (2021년),보령시 오천면 외연도해역 - 팔각별강제어초 (2021년),,Fish,jeolla_points.gpx
36.184783,126.01575,,보령시 오천면 외연도해역 - 팔각별강제어초 (2021년),보령시 오천면 외연도해역 - 팔각별강제어초 (2021년),,Fish,jeolla_points.gpx
36.120633,126.457667,,서천군 서면 오력도해역 - 사단경사형어초 (2021년),서천군 서면 오력도해역 - 사단경사형어초 (2021년),,Fish,jeolla_points.gpx
36.120633,126.44655,,서천군 서면 오력도해역 - 테트라형인공어초 (2020년),서천군 서면 오력도해역 - 테트라형인공어초 (2020년),,Fish,jeolla_points.gpx
36.120633,126.448783,,서천군 서면 오력도해역 - 테트라형인공어초 (2020년),서천군 서면 오력도해역 - 테트라형인공어초 (2020년),,Fish,jeolla_points.gpx
36.121283,126.449017,,서천군 서면 오력도해역 - 방사형인공어초 (2019년),서천군 서면 오력도해역 - 방사형인공어초 (2019년),,Fish,jeolla_points.gpx
36.121667,126.450733,,서천군 서면 오력도해역 - 방사형인공어초 (2019년),서천군 서면 오력도해역 - 방사형인공어초 (2019년),,Fish,jeolla_points.gpx
36.121533,126.444333,,서천군 서면 마량해역 - 텐트형어초 (2018년),서천군 서면 마량해역 - 텐트형어초 (2018년),,Fish,jeolla_points.gpx
36.120633,126.444333,,서천군 서면 마량해역 - 텐트형어초 (2018년),서천군 서면 마량해역 - 텐트형어초 (2018년),,Fish,jeolla_points.gpx
36.121533,126.44655,,서천군 서면 마량해역 - 텐트형어초 (2018년),서천군 서면 마량해역 - 텐트형어초 (2018년),,Fish,jeolla_points.gpx
36.1959,126.02035,,보령시 웅천읍 석대도해역 - 원통2단강제어초 (2017년),보령시 웅천읍 석대도해역 - 원통2단강제어초 (2017년),,Fish,jeolla_points.gpx
36.19225,126.0202,,보령시 웅천읍 석대도해역 - 원통2단강제어초 (2017년),보령시 웅천읍 석대도해역 - 원통2단강제어초 (2017년),,Fish,jeolla_points.gpx
36.1887,126.020367,,보령시 웅천읍 석대도해역 - 원통2단강제어초 (2017년),보령시 웅천읍 석대도해역 - 원통2단강제어초 (2017년),,Fish,jeolla_points.gpx
36.184967,126.02045,,보령시 웅천읍 석대도해역 - 원통2단강제어초 (2017년),보령시 웅천읍 석대도해역 - 원통2단강제어초 (2017년),,Fish,jeolla_points.gpx
36.121567,126.442067,,서천군 서면 마량해역 - 터널형어초 (2017년),서천군 서면 마량해역 - 터널형어초 (2017년),,Fish,jeolla_points.gpx
36.12065,126.44225,,서천군 서면 마량해역 - 터널형어초 (2017년),서천군 서면 마량해역 - 터널형어초 (2017년),,Fish,jeolla_points.gpx
36.152117,126.45895,,서천군 서면 오력도해역 - 테트라형어초 (2017년),서천군 서면 오력도해역 - 테트라형어초 (2017년),,Fish,jeolla_points.gpx
36.146033,126.42955,,서천군 서면 오력도해역 - 테트라형어초 (2017년),서천군 서면 오력도해역 - 테트라형어초 (2017년),,Fish,jeolla_points.gpx
36.121033,126.438,,서천군 서면 마량해역 - 정삼각뿔형어초 (2016년),서천군 서면 마량해역 - 정삼각뿔형어초 (2016년),,Fish,jeolla_points.gpx
36.121083,126.440217,,서천군 서면 마량해역 - 정삼각뿔형어초 (2016년),서천군 서면 마량해역 - 정삼각뿔형어초 (2016년),,Fish,jeolla_points.gpx
36.161533,126.46655,,서천군 서면 오력도해역 - 팔각반구형소형강제어초 (2016년),서천군 서면 오력도해역 - 팔각반구형소형강제어초 (2016년),,Fish,jeolla_points.gpx
36.121083,126.433617,,서천군 서면 오력도해역 - 육각패널H빔어초 (2015년),서천군 서면 오력도해역 - 육각패널H빔어초 (2015년),,Fish,jeolla_points.gpx
36.121083,126.4358,,서천군 서면 오력도해역 - 육각패널H빔어초 (2015년),서천군 서면 오력도해역 - 육각패널H빔어초 (2015년),,Fish,jeolla_points.gpx
36.189033,126.029333,,보령시 오천면 오도해역 - 강제고기굴어초 (2014년),보령시 오천면 오도해역 - 강제고기굴어초 (2014년),,Fish,jeolla_points.gpx
36.188383,126.024617,,보령시 오천면 오도해역 - 강제고기굴어초 (2014년),보령시 오천면 오도해역 - 강제고기굴어초 (2014년),,Fish,jeolla_points.gpx
36.185133,126.029133,,보령시 오천면 오도해역 - 강제고기굴어초 (2014년),보령시 오천면 오도해역 - 강제고기굴어초 (2014년),,Fish,jeolla_points.gpx
36.185433,126.025183,,보령시 오천면 오도해역 - 강제고기굴어초 (2014년),보령시 오천면 오도해역 - 강제고기굴어초 (2014년),,Fish,jeolla_points.gpx
36.12095,126.42725,,서천군 서면 오력도해역 - 이중돔형어초 (2014년),서천군 서면 오력도해역 - 이중돔형어초 (2014년),,Fish,jeolla_points.gpx
36.121083,126.429033,,서천군 서면 오력도해역 - 이중돔형어초 (2014년),서천군 서면 오력도해역 - 이중돔형어초 (2014년),,Fish,jeolla_points.gpx
36.121083,126.4316,,서천군 서면 오력도해역 - 이중돔형어초 (2014년),서천군 서면 오력도해역 - 이중돔형어초 (2014년),,Fish,jeolla_points.gpx
36.15465,126.470617,,서천군 서면 오력도해역 - 탑기단형강제어초(보강) (2014년),서천군 서면 오력도해역 - 탑기단형강제어초(보강) (2014년),,Fish,jeolla_points.gpx
36.122933,126.424717,,서천군 서면 오력도해역 - 돔형증식어초 (2013년),서천군 서면 오력도해역 - 돔형증식어초 (2013년),,Fish,jeolla_points.gpx
36.122933,126.427017,,서천군 서면 오력도해역 - 돔형증식어초 (2013년),서천군 서면 오력도해역 - 돔형증식어초 (2013년),,Fish,jeolla_points.gpx
36.120833,126.4256,,서천군 서면 오력도해역 - 돔형증식어초 (2013년),서천군 서면 오력도해역 - 돔형증식어초 (2013년),,Fish,jeolla_points.gpx
36.19815,126.024083,,보령시 오천면 오도해역 - 테트라형어초 (2012년),보령시 오천면 오도해역 - 테트라형어초 (2012년),,Fish,jeolla_points.gpx
36.198133,126.02845,,보령시 오천면 오도해역 - 테트라형어초 (2012년),보령시 오천면 오도해역 - 테트라형어초 (2012년),,Fish,jeolla_points.gpx
36.1981,126.03295,,보령시 오천면 오도해역 - 테트라형어초 (2012년),보령시 오천면 오도해역 - 테트라형어초 (2012년),,Fish,jeolla_points.gpx
36.194517,126.024067,,보령시 오천면 오도해역 - 테트라형어초 (2012년),보령시 오천면 오도해역 - 테트라형어초 (2012년),,Fish,jeolla_points.gpx
