lat,lon,name,description,comment,time,symbol,source_file
37.932333,128.846667,,강릉시 주문진읍 주문6리 - 팔각반구형중형 (2011년),강릉시 주문진읍 주문6리 - 팔각반구형중형 (2011년),,Fish,gangwon_points.gpx
37.89675,128.86045,,강릉시 주문진읍 주문7리 - 잠보형 (1987년) 수심:31.1m,강릉시 주문진읍 주문7리 - 잠보형 (1987년) 수심:31.1m,,Fish,gangwon_points.gpx
37.896383,128.856917,,강릉시 주문진읍 주문8리 - 잠보형 (1987년) 수심:30.2m,강릉시 주문진읍 주문8리 - 잠보형 (1987년) 수심:30.2m,,Fish,gangwon_points.gpx
37.893783,128.8568,,강릉시 주문진읍 주문9리 - 잠보형 (1987년) 수심:28.9m,강릉시 주문진읍 주문9리 - 잠보형 (1987년) 수심:28.9m,,Fish,gangwon_points.gpx
37.8937,128.863217,,강릉시 주문진읍 주문10리 - 잠보형 (1987년) 수심:31.5m,강릉시 주문진읍 주문10리 - 잠보형 (1987년) 수심:31.5m,,Fish,gangwon_points.gpx
37.892617,128.86305,,강릉시 주문진읍 주문11리 - 잠보형 (1987년) 수심:30.7m,강릉시 주문진읍 주문11리 - 잠보형 (1987년) 수심:30.7m,,Fish,gangwon_points.gpx
37.892533,128.860383,,강릉시 주문진읍 주문12리 - 잠보형 (1987년) 수심:30.2m,강릉시 주문진읍 주문12리 - 잠보형 (1987년) 수심:30.2m,,Fish,gangwon_points.gpx
37.891867,128.85755,,강릉시 주문진읍 주문13리 - 잠보형 (1987년) 수심:29m,강릉시 주문진읍 주문13리 - 잠보형 (1987년) 수심:29m,,Fish,gangwon_points.gpx
37.89305,128.85795,,강릉시 주문진읍 주문14리 - 잠보형 (1987년) 수심:29.4m,강릉시 주문진읍 주문14리 - 잠보형 (1987년) 수심:29.4m,,Fish,gangwon_points.gpx
37.88975,128.843917,,강릉시 주문진읍 주문15리 - 원통형 (1987년) 수심:19.8m,강릉시 주문진읍 주문15리 - 원통형 (1987년) 수심:19.8m,,Fish,gangwon_points.gpx
37.902867,128.8395,,강릉시 주문진읍 주문17리 - 반원가지형 (1997년) 수심:18.1m,강릉시 주문진읍 주문17리 - 반원가지형 (1997년) 수심:18.1m,,Fish,gangwon_points.gpx
37.901533,128.839617,,강릉시 주문진읍 주문18리 - 반원가지형 (1997년) 수심:16.7m,강릉시 주문진읍 주문18리 - 반원가지형 (1997년) 수심:16.7m,,Fish,gangwon_points.gpx
37.901117,128.841617,,강릉시 주문진읍 주문19리 - 반원가지형 (1997년) 수심:16.9m,강릉시 주문진읍 주문19리 - 반원가지형 (1997년) 수심:16.9m,,Fish,gangwon_points.gpx
37.90825,128.854967,,강릉시 주문진읍 주문20리 - 사각형 (1998년) 수심:33.7m,강릉시 주문진읍 주문20리 - 사각형 (1998년) 수심:33.7m,,Fish,gangwon_points.gpx
37.905667,128.8533,,강릉시 주문진읍 주문21리 - 사각형 (1998년) 수심:29.4m,강릉시 주문진읍 주문21리 - 사각형 (1998년) 수심:29.4m,,Fish,gangwon_points.gpx
37.904717,128.8503,,강릉시 주문진읍 주문22리 - 사각형 (1998년) 수심:26.8m,강릉시 주문진읍 주문22리 - 사각형 (1998년) 수심:26.8m,,Fish,gangwon_points.gpx
37.9043,128.844167,,강릉시 주문진읍 주문23리 - 사각형 (1998년) 수심:22.8m,강릉시 주문진읍 주문23리 - 사각형 (1998년) 수심:22.8m,,Fish,gangwon_points.gpx
37.9025,128.84405,,강릉시 주문진읍 주문24리 - 사각형 (1998년) 수심:22.7m,강릉시 주문진읍 주문24리 - 사각형 (1998년) 수심:22.7m,,Fish,gangwon_points.gpx
37.892617,128.852717,,강릉시 주문진읍 주문25리 - 사각형 (1998년) 수심:27m,강릉시 주문진읍 주문25리 - 사각형 (1998년) 수심:27m,,Fish,gangwon_points.gpx
37.89025,128.836117,,강릉시 주문진읍 주문26리 - 신요철형 (2001년) 수심:12.6m,강릉시 주문진읍 주문26리 - 신요철형 (2001년) 수심:12.6m,,Fish,gangwon_points.gpx
